ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
5O,SYSTEM	Hello to you!,"USER	Hello, I'm looking for a drama. Something along the lines of ""Gran Torino (2008)""",SYSTEM	I am not sure what that is. What genre is that?,USER	It's a drama with Clint Eastwood,"SYSTEM	Is it newer? I only know him from a few movies. Like ""Dirty Harry (1971).""Have you seen ""Dirty Harry (1971)"" ?","USER	No, I haven't seen ""Dirty Harry (1971)"" ""Gran Torino (2008)"" is a newer one.","SYSTEM	I will have to check that one out. Is it anything like ""Taken  (2008)"" ?",USER	I don't know. I haven't seen that. It's about an elderly veteran who becomes friends with some teenagers in his neighboorhood.,SYSTEM	I do not think I have seen it.Have you seen any newer movies you like?,"USER	I liked ""Going in Style  (2017)"" . It's a good comedy",SYSTEM	I do not know that one either. Who is in it?,USER	Michael Caine and Morgan Freeman. They play old men who rob a bank and get away with it.,"SYSTEM	I liked Morgan Freeman in ""Invictus  (2009)"" .I do not get to see many new movies when they come out.",USER	I haven't seen that one. I don't either. I usually just watch the ones on TV.,"SYSTEM	Well, I think you gave me some good new movies to look into. I hope you have a good day!",USER	thank you good bye,,,,,,,2.0,2.0,2.0,1.0,3.0,"The system made a recommendations after a good amount of chat first, which I think is a good way to do it."
J7,SYSTEM	hello,USER	Hello. Do you know any good Chinese Kung Fu movies?,SYSTEM	hmm let me think,"USER	I liked ""Fist of Legend (1994)"" and ""Ip Man  (2008)"" .","SYSTEM	""King Kung Fu (1976)""",USER	Do you know who's in that?,"SYSTEM	no i do not, im sorry.Im not big on chinese names sorry",USER	Okay. Any other suggestions?,"SYSTEM	""Ong Bak 2 (2008)""I heard was pretty good",USER	That's a good one. Tony Jaa is great.,SYSTEM	I have to catch up on my kung fu movieslol,USER	Good ones are hard to find though.,SYSTEM	yes they areit was great chatting with you bye.,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,"The system had a very hard time coming up with anything useful, due to a lack of knowledge of the genre of films the user was interested in."
J7,SYSTEM	hello,USER	Hello. Do you know any good Chinese Kung Fu movies?,SYSTEM	hmm let me think,"USER	I liked ""Fist of Legend (1994)"" and ""Ip Man  (2008)"" .","SYSTEM	""King Kung Fu (1976)""",USER	Do you know who's in that?,"SYSTEM	no i do not, im sorry.Im not big on chinese names sorry",USER	Okay. Any other suggestions?,"SYSTEM	""Ong Bak 2 (2008)""I heard was pretty good",USER	That's a good one. Tony Jaa is great.,SYSTEM	I have to catch up on my kung fu movieslol,USER	Good ones are hard to find though.,SYSTEM	yes they areit was great chatting with you bye.,,,,,,,,,,3.0,2.0,2.0,0.0,4.0,The SYSTEM does understand the USER's needs but he/she doesn't state if he/she wants to watch the movie or not.
J7,SYSTEM	hello,USER	Hello. Do you know any good Chinese Kung Fu movies?,SYSTEM	hmm let me think,"USER	I liked ""Fist of Legend (1994)"" and ""Ip Man  (2008)"" .","SYSTEM	""King Kung Fu (1976)""",USER	Do you know who's in that?,"SYSTEM	no i do not, im sorry.Im not big on chinese names sorry",USER	Okay. Any other suggestions?,"SYSTEM	""Ong Bak 2 (2008)""I heard was pretty good",USER	That's a good one. Tony Jaa is great.,SYSTEM	I have to catch up on my kung fu movieslol,USER	Good ones are hard to find though.,SYSTEM	yes they areit was great chatting with you bye.,,,,,,,,,,2.0,1.0,1.0,0.0,3.0,The system does not seem knowledgeable about the genre the user is interested in. The system does make a movie recommendation which the user has not watched but is not able to interest the user in watching the movie because of a lack of knowledge about the movie that it recommended.
J7,SYSTEM	hello,USER	Hello. Do you know any good Chinese Kung Fu movies?,SYSTEM	hmm let me think,"USER	I liked ""Fist of Legend (1994)"" and ""Ip Man  (2008)"" .","SYSTEM	""King Kung Fu (1976)""",USER	Do you know who's in that?,"SYSTEM	no i do not, im sorry.Im not big on chinese names sorry",USER	Okay. Any other suggestions?,"SYSTEM	""Ong Bak 2 (2008)""I heard was pretty good",USER	That's a good one. Tony Jaa is great.,SYSTEM	I have to catch up on my kung fu movieslol,USER	Good ones are hard to find though.,SYSTEM	yes they areit was great chatting with you bye.,,,,,,,,,,2.0,2.0,2.0,1.0,3.0,Only recommendations made were movies that the user had already seen.
L1,SYSTEM	Hello! What kind of movies do you like?,USER	I like interesting documentary films.,SYSTEM	Is there a specific kind you like?,"USER	Any documentary films that are interesting. I like to watch ""Icarus (2017)""","SYSTEM	Have you seen ""Fahrenheit 9/11 (2004)?"" That was a pretty enjoyable one.",USER	It is about the Russian Olympic scientist that was caught cheating and he fled to the US to seek asylum.,SYSTEM	Oh wow. That sounds like a good one.,USER	I think I've seen it I don't remember. It's on Netflix go watch it really good.,"SYSTEM	A really eye opening one is ""Super Size Me (2004)."" Have you seen that one?","USER	Putin came after him to shut him up but he escaped and snitched. I've seen the trailer but not the movie and I didn't like it. Not my type. Do you have anymore suggestions? I also like ""Restrepo  (2010)"" It was a really great film.","SYSTEM	""The Imposter  (2012)"" is a pretty interesting one.",USER	I had not seen that one. Thank you bye!,,,,,,,,,,,3.0,3.0,2.0,0.0,4.0,"The system provides relevant responses and several potentially good suggestions, which the user shows some interest in but doesn't explicitly state whether they will watch any. Some user responses are odd and seem to ignore what the system suggests."
L1,SYSTEM	Hello! What kind of movies do you like?,USER	I like interesting documentary films.,SYSTEM	Is there a specific kind you like?,"USER	Any documentary films that are interesting. I like to watch ""Icarus (2017)""","SYSTEM	Have you seen ""Fahrenheit 9/11 (2004)?"" That was a pretty enjoyable one.",USER	It is about the Russian Olympic scientist that was caught cheating and he fled to the US to seek asylum.,SYSTEM	Oh wow. That sounds like a good one.,USER	I think I've seen it I don't remember. It's on Netflix go watch it really good.,"SYSTEM	A really eye opening one is ""Super Size Me (2004)."" Have you seen that one?","USER	Putin came after him to shut him up but he escaped and snitched. I've seen the trailer but not the movie and I didn't like it. Not my type. Do you have anymore suggestions? I also like ""Restrepo  (2010)"" It was a really great film.","SYSTEM	""The Imposter  (2012)"" is a pretty interesting one.",USER	I had not seen that one. Thank you bye!,,,,,,,,,,,2.0,2.0,1.0,0.0,3.0,The system makes a suggestion that's on a different topic but in the right genre the user does not state if they will watch it.
L1,SYSTEM	Hello! What kind of movies do you like?,USER	I like interesting documentary films.,SYSTEM	Is there a specific kind you like?,"USER	Any documentary films that are interesting. I like to watch ""Icarus (2017)""","SYSTEM	Have you seen ""Fahrenheit 9/11 (2004)?"" That was a pretty enjoyable one.",USER	It is about the Russian Olympic scientist that was caught cheating and he fled to the US to seek asylum.,SYSTEM	Oh wow. That sounds like a good one.,USER	I think I've seen it I don't remember. It's on Netflix go watch it really good.,"SYSTEM	A really eye opening one is ""Super Size Me (2004)."" Have you seen that one?","USER	Putin came after him to shut him up but he escaped and snitched. I've seen the trailer but not the movie and I didn't like it. Not my type. Do you have anymore suggestions? I also like ""Restrepo  (2010)"" It was a really great film.","SYSTEM	""The Imposter  (2012)"" is a pretty interesting one.",USER	I had not seen that one. Thank you bye!,,,,,,,,,,,3.0,2.0,1.0,1.0,3.0,"No interest arousal was provided on any of the chat, but the user did state that they had not watched the last movie, so its possible they may watch it."
L1,SYSTEM	Hello! What kind of movies do you like?,USER	I like interesting documentary films.,SYSTEM	Is there a specific kind you like?,"USER	Any documentary films that are interesting. I like to watch ""Icarus (2017)""","SYSTEM	Have you seen ""Fahrenheit 9/11 (2004)?"" That was a pretty enjoyable one.",USER	It is about the Russian Olympic scientist that was caught cheating and he fled to the US to seek asylum.,SYSTEM	Oh wow. That sounds like a good one.,USER	I think I've seen it I don't remember. It's on Netflix go watch it really good.,"SYSTEM	A really eye opening one is ""Super Size Me (2004)."" Have you seen that one?","USER	Putin came after him to shut him up but he escaped and snitched. I've seen the trailer but not the movie and I didn't like it. Not my type. Do you have anymore suggestions? I also like ""Restrepo  (2010)"" It was a really great film.","SYSTEM	""The Imposter  (2012)"" is a pretty interesting one.",USER	I had not seen that one. Thank you bye!,,,,,,,,,,,2.0,2.0,2.0,0.0,3.0,"The user dislikes most of the suggestions, but the system finally suggests a movie that might be acceptable."
IV,USER	 Hi,SYSTEM	Hi! How are you this afternoon?,"USER	Great. What would you recommend in terms of a great sci-fi movie? Like ""Gravity  (2013)""","SYSTEM	""Blade Runner 2049 (2017)"" is a great choice.Also I loved ""Life  (2017)""",USER	Seen it and it was a good movie. I have seen life I didn’t really like it that much though.,"SYSTEM	""The Martian  (2015)"" and ""Interstellar  (2014)"" are good choices too.","USER	Seen them both. I also enjoyed ""Apollo 13  (1995)""","SYSTEM	That was good as well. There's the sequel ""Apollo 18  (2011).""",USER	Really? That movie was based on a true story.,SYSTEM	Well that's what the marketing calls it anyway.,USER	What’s it about? Another Apollo malfunction in space?,SYSTEM	No it was the Apollo mission successfully made it to the moon but the astronauts were attacked by moon creatures.,USER	No it’s not the sequel because the first movie is based on real events and not a horror movie.,SYSTEM	I thought it was actually pretty well done for a found footage style movie.,USER	Thanks for the suggestions and I might just give it a watch. Bye,SYSTEM	Sure! Have a great day!,,,,,,,3.0,2.0,2.0,1.0,4.0,"The system ultimately didn't recommend a movie which the user will absolutely watch, but it was on the right track."
IV,USER	 Hi,SYSTEM	Hi! How are you this afternoon?,"USER	Great. What would you recommend in terms of a great sci-fi movie? Like ""Gravity  (2013)""","SYSTEM	""Blade Runner 2049 (2017)"" is a great choice.Also I loved ""Life  (2017)""",USER	Seen it and it was a good movie. I have seen life I didn’t really like it that much though.,"SYSTEM	""The Martian  (2015)"" and ""Interstellar  (2014)"" are good choices too.","USER	Seen them both. I also enjoyed ""Apollo 13  (1995)""","SYSTEM	That was good as well. There's the sequel ""Apollo 18  (2011).""",USER	Really? That movie was based on a true story.,SYSTEM	Well that's what the marketing calls it anyway.,USER	What’s it about? Another Apollo malfunction in space?,SYSTEM	No it was the Apollo mission successfully made it to the moon but the astronauts were attacked by moon creatures.,USER	No it’s not the sequel because the first movie is based on real events and not a horror movie.,SYSTEM	I thought it was actually pretty well done for a found footage style movie.,USER	Thanks for the suggestions and I might just give it a watch. Bye,SYSTEM	Sure! Have a great day!,,,,,,,3.0,2.0,1.0,1.0,3.0,"The system generates some movies that the user has seen and liked and some movies that the user did not liked, but the system ends up recommending a non-existent movie and provides inaccurate information about it."
IV,USER	 Hi,SYSTEM	Hi! How are you this afternoon?,"USER	Great. What would you recommend in terms of a great sci-fi movie? Like ""Gravity  (2013)""","SYSTEM	""Blade Runner 2049 (2017)"" is a great choice.Also I loved ""Life  (2017)""",USER	Seen it and it was a good movie. I have seen life I didn’t really like it that much though.,"SYSTEM	""The Martian  (2015)"" and ""Interstellar  (2014)"" are good choices too.","USER	Seen them both. I also enjoyed ""Apollo 13  (1995)""","SYSTEM	That was good as well. There's the sequel ""Apollo 18  (2011).""",USER	Really? That movie was based on a true story.,SYSTEM	Well that's what the marketing calls it anyway.,USER	What’s it about? Another Apollo malfunction in space?,SYSTEM	No it was the Apollo mission successfully made it to the moon but the astronauts were attacked by moon creatures.,USER	No it’s not the sequel because the first movie is based on real events and not a horror movie.,SYSTEM	I thought it was actually pretty well done for a found footage style movie.,USER	Thanks for the suggestions and I might just give it a watch. Bye,SYSTEM	Sure! Have a great day!,,,,,,,3.0,2.0,2.0,1.0,4.0,"User expressed curiosity on the movie recommended, but not clear whether or not user will watch it."
IV,USER	 Hi,SYSTEM	Hi! How are you this afternoon?,"USER	Great. What would you recommend in terms of a great sci-fi movie? Like ""Gravity  (2013)""","SYSTEM	""Blade Runner 2049 (2017)"" is a great choice.Also I loved ""Life  (2017)""",USER	Seen it and it was a good movie. I have seen life I didn’t really like it that much though.,"SYSTEM	""The Martian  (2015)"" and ""Interstellar  (2014)"" are good choices too.","USER	Seen them both. I also enjoyed ""Apollo 13  (1995)""","SYSTEM	That was good as well. There's the sequel ""Apollo 18  (2011).""",USER	Really? That movie was based on a true story.,SYSTEM	Well that's what the marketing calls it anyway.,USER	What’s it about? Another Apollo malfunction in space?,SYSTEM	No it was the Apollo mission successfully made it to the moon but the astronauts were attacked by moon creatures.,USER	No it’s not the sequel because the first movie is based on real events and not a horror movie.,SYSTEM	I thought it was actually pretty well done for a found footage style movie.,USER	Thanks for the suggestions and I might just give it a watch. Bye,SYSTEM	Sure! Have a great day!,,,,,,,3.0,3.0,3.0,1.0,5.0,"The system suggests a movie the user likes right away, and then they have a casual conversation"
