ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
RI,"SYSTEM	Hi there! Did you watch any good movies this weekend? We watched ""Black Snake Moan  (2006)"" We actually have that one Jupiter Ascending! I love it!",USER	I liked that one it was weirder that I expected but not a bad fil,"SYSTEM	Course I live in a house full of ""Star Wars  (1977)"" freaks!","USER	Me too My hubby took me to see ""Star Wars: Episode VIII – The Last Jedi (2017)"" for my birthday",3,2,3,SYSTEM	We had to go to that too. My husband makes a point to see all those movies in 3d - really loud whatever the big one is,USER	yep,"SYSTEM	We camped when ""Star Wars: The Clone Wars  (2008)"" was released That is fun too because everyone dresses up!","USER	I was in line for the last ""Star Trek Beyond (2016)"" I love them both",4,2,5.0,"SYSTEM	YES! I know right? and I kinda hate the whole Star Wars vs Star Trek thing. Like in ""Trekkies  (1997)""",USER	Yeah it's really stupid like a person is suppose to be incapable of liking both at the same time,SYSTEM	That is really true!,USER	Well thanks for the convo have a good night,1,1,3
EV,SYSTEM	Hello,USER	any good crime movies I should watch?,"SYSTEM	What type of movies do you like I think I can recommend a few Are you into comics? ""Black Panther (2018)"" was good",USER	Not really,2,1,1,"SYSTEM	Want a good laugh ""Jumanji  (2017)"" was funny","USER	I want to see that, I am waiting for a good time to go any other good movies?","SYSTEM	what do you like action, comedy or thrillers?",USER	Action,1,2,4.0,"SYSTEM	""Wonder Woman  (2017)"" maybe a good catch I have not seen it myself",USER	Not really in to comic book heros,SYSTEM	but you are not into comics,"USER	I think I want to see ""The Shape of Water  (2017)""",1,1,1
EV,SYSTEM	Hello,USER	any good crime movies I should watch?,"SYSTEM	What type of movies do you like I think I can recommend a few Are you into comics? ""Black Panther (2018)"" was good",USER	Not really,2,3,1,"SYSTEM	Want a good laugh ""Jumanji  (2017)"" was funny","USER	I want to see that, I am waiting for a good time to go any other good movies?","SYSTEM	what do you like action, comedy or thrillers?",USER	Action,1,2,3.0,"SYSTEM	""Wonder Woman  (2017)"" maybe a good catch I have not seen it myself",USER	Not really in to comic book heros,SYSTEM	but you are not into comics,"USER	I think I want to see ""The Shape of Water  (2017)""",1,2,3
EV,SYSTEM	Hello,USER	any good crime movies I should watch?,"SYSTEM	What type of movies do you like I think I can recommend a few Are you into comics? ""Black Panther (2018)"" was good",USER	Not really,2,3,2,"SYSTEM	Want a good laugh ""Jumanji  (2017)"" was funny","USER	I want to see that, I am waiting for a good time to go any other good movies?","SYSTEM	what do you like action, comedy or thrillers?",USER	Action,1,2,3.0,"SYSTEM	""Wonder Woman  (2017)"" maybe a good catch I have not seen it myself",USER	Not really in to comic book heros,SYSTEM	but you are not into comics,"USER	I think I want to see ""The Shape of Water  (2017)""",1,2,2
AT,SYSTEM	Hope so. Does genre or time period matter?,USER	Not at all.,"SYSTEM	Okay well I'll start with the obvious. What about ""The Notebook (2004)"" ? Can't go wrong there.",USER	I've seen it. My wife loves it!,4,3,5,"SYSTEM	Okay, what about ""Collateral Beauty (2016)"" with Will Smith?",USER	No I haven't seen that. Isn't it about death?,"SYSTEM	Sort of. It's about life in general and overcoming the hardships that go along with it. I would also recommend ""Reign Over Me (2007)"" with Don Cheadle and Adam Sandler.",USER	What's that about?,3,3,3.0,SYSTEM	About a guy (Sandler) who loses his famly on 9/11 and goes into a deep depression/withdrawal. The movie is about how he tries to cope with the loss afterward.,USER	Sounds sad. lol,"SYSTEM	I is, but you'll love it. Another good one is ""Seven Pounds (2008)"" also starring Will Smith. It's about attonment and forgiveness.","USER	I see. These sound like good choices. I'll check them out, thanks!",4,3,5
AT,SYSTEM	Hope so. Does genre or time period matter?,USER	Not at all.,"SYSTEM	Okay well I'll start with the obvious. What about ""The Notebook (2004)"" ? Can't go wrong there.",USER	I've seen it. My wife loves it!,4,3,5,"SYSTEM	Okay, what about ""Collateral Beauty (2016)"" with Will Smith?",USER	No I haven't seen that. Isn't it about death?,"SYSTEM	Sort of. It's about life in general and overcoming the hardships that go along with it. I would also recommend ""Reign Over Me (2007)"" with Don Cheadle and Adam Sandler.",USER	What's that about?,3,3,4.0,SYSTEM	About a guy (Sandler) who loses his famly on 9/11 and goes into a deep depression/withdrawal. The movie is about how he tries to cope with the loss afterward.,USER	Sounds sad. lol,"SYSTEM	I is, but you'll love it. Another good one is ""Seven Pounds (2008)"" also starring Will Smith. It's about attonment and forgiveness.","USER	I see. These sound like good choices. I'll check them out, thanks!",4,3,5
AT,SYSTEM	Hope so. Does genre or time period matter?,USER	Not at all.,"SYSTEM	Okay well I'll start with the obvious. What about ""The Notebook (2004)"" ? Can't go wrong there.",USER	I've seen it. My wife loves it!,4,3,5,"SYSTEM	Okay, what about ""Collateral Beauty (2016)"" with Will Smith?",USER	No I haven't seen that. Isn't it about death?,"SYSTEM	Sort of. It's about life in general and overcoming the hardships that go along with it. I would also recommend ""Reign Over Me (2007)"" with Don Cheadle and Adam Sandler.",USER	What's that about?,4,3,4.0,SYSTEM	About a guy (Sandler) who loses his famly on 9/11 and goes into a deep depression/withdrawal. The movie is about how he tries to cope with the loss afterward.,USER	Sounds sad. lol,"SYSTEM	I is, but you'll love it. Another good one is ""Seven Pounds (2008)"" also starring Will Smith. It's about attonment and forgiveness.","USER	I see. These sound like good choices. I'll check them out, thanks!",4,3,5
S6,SYSTEM	Hello I like Romantic Comedies What about you?,"USER	I like action but romantic comedies are good Have you seen ""The Mountain Between Us (2017)"" yet","SYSTEM	I like those too No but I want to Have you seen ""Fastest  (2011)""","USER	no I have never heard of that one One of my favorites is ""Serendipity  (2001)"" have you seen that",3,3,3,"SYSTEM	How about ""The Transporter (2002)"" ? Love that one!",USER	no that has jason statham and I cant stand him,SYSTEM	Oh wow really? lol He's not that bad,"USER	yeah I dont know what it is about him but cant stand him although he was good in ""The Fate of the Furious (2017)""",1,2,3.0,SYSTEM	Yes I like all of those!,USER	me too,SYSTEM	These were some good suggestions,USER	have a great night bye,1,2,3
S6,SYSTEM	Hello I like Romantic Comedies What about you?,"USER	I like action but romantic comedies are good Have you seen ""The Mountain Between Us (2017)"" yet","SYSTEM	I like those too No but I want to Have you seen ""Fastest  (2011)""","USER	no I have never heard of that one One of my favorites is ""Serendipity  (2001)"" have you seen that",3,3,3,"SYSTEM	How about ""The Transporter (2002)"" ? Love that one!",USER	no that has jason statham and I cant stand him,SYSTEM	Oh wow really? lol He's not that bad,"USER	yeah I dont know what it is about him but cant stand him although he was good in ""The Fate of the Furious (2017)""",2,3,2.0,SYSTEM	Yes I like all of those!,USER	me too,SYSTEM	These were some good suggestions,USER	have a great night bye,1,2,2
S6,SYSTEM	Hello I like Romantic Comedies What about you?,"USER	I like action but romantic comedies are good Have you seen ""The Mountain Between Us (2017)"" yet","SYSTEM	I like those too No but I want to Have you seen ""Fastest  (2011)""","USER	no I have never heard of that one One of my favorites is ""Serendipity  (2001)"" have you seen that",3,3,3,"SYSTEM	How about ""The Transporter (2002)"" ? Love that one!",USER	no that has jason statham and I cant stand him,SYSTEM	Oh wow really? lol He's not that bad,"USER	yeah I dont know what it is about him but cant stand him although he was good in ""The Fate of the Furious (2017)""",1,2,2.0,SYSTEM	Yes I like all of those!,USER	me too,SYSTEM	These were some good suggestions,USER	have a great night bye,1,2,3
YD,SYSTEM	I am good. How are you?,"USER	I'm good too. Have you seen ""Sing  (2016)"" I love how cute it is","SYSTEM	I have! it is adorable. If you liked that movie, I would suggest ""Rent  (2005)."" It isn't a child's movie but the songs are just as catchy.","USER	I also enjoyed ""Brave  (2012)"" Oh I have seen that one and loved it",3,3,3,"SYSTEM	Okay so you are looking for a children's movie. I would suggest ""Frozen (2013)."" It has compelling characters and great songs.","USER	Yeah that one is great to but I just was in an animated movie mood tonight lol I know so adult right But I also watched ""Mamma Mia!  (2008)"" Can't wait for the second one this summer","SYSTEM	Have you seen ""Pitch Perfect (2012)?"" It's great",USER	Yes all 3 sadly if my platoon found out I would get my man card revoked lol Thanks for the help and being able to chat without judgment is so nice,4,1,4.0,"SYSTEM	Well they may laugh at you for many singing movies. But ""Sweeney Todd: The Demon Barber of Fleet Street  (2007)"" is dark enough they may dig it.",USER	That is true I haven't seen it in so long I nay research it tonight Rewatch it,SYSTEM	Great!,USER	Sorry autocorrect messes up sometimes lol Thank you have a great day and night,1,1,3
YD,SYSTEM	I am good. How are you?,"USER	I'm good too. Have you seen ""Sing  (2016)"" I love how cute it is","SYSTEM	I have! it is adorable. If you liked that movie, I would suggest ""Rent  (2005)."" It isn't a child's movie but the songs are just as catchy.","USER	I also enjoyed ""Brave  (2012)"" Oh I have seen that one and loved it",4,3,5,"SYSTEM	Okay so you are looking for a children's movie. I would suggest ""Frozen (2013)."" It has compelling characters and great songs.","USER	Yeah that one is great to but I just was in an animated movie mood tonight lol I know so adult right But I also watched ""Mamma Mia!  (2008)"" Can't wait for the second one this summer","SYSTEM	Have you seen ""Pitch Perfect (2012)?"" It's great",USER	Yes all 3 sadly if my platoon found out I would get my man card revoked lol Thanks for the help and being able to chat without judgment is so nice,4,3,5.0,"SYSTEM	Well they may laugh at you for many singing movies. But ""Sweeney Todd: The Demon Barber of Fleet Street  (2007)"" is dark enough they may dig it.",USER	That is true I haven't seen it in so long I nay research it tonight Rewatch it,SYSTEM	Great!,USER	Sorry autocorrect messes up sometimes lol Thank you have a great day and night,4,3,5
YD,SYSTEM	I am good. How are you?,"USER	I'm good too. Have you seen ""Sing  (2016)"" I love how cute it is","SYSTEM	I have! it is adorable. If you liked that movie, I would suggest ""Rent  (2005)."" It isn't a child's movie but the songs are just as catchy.","USER	I also enjoyed ""Brave  (2012)"" Oh I have seen that one and loved it",3,3,3,"SYSTEM	Okay so you are looking for a children's movie. I would suggest ""Frozen (2013)."" It has compelling characters and great songs.","USER	Yeah that one is great to but I just was in an animated movie mood tonight lol I know so adult right But I also watched ""Mamma Mia!  (2008)"" Can't wait for the second one this summer","SYSTEM	Have you seen ""Pitch Perfect (2012)?"" It's great",USER	Yes all 3 sadly if my platoon found out I would get my man card revoked lol Thanks for the help and being able to chat without judgment is so nice,3,3,3.0,"SYSTEM	Well they may laugh at you for many singing movies. But ""Sweeney Todd: The Demon Barber of Fleet Street  (2007)"" is dark enough they may dig it.",USER	That is true I haven't seen it in so long I nay research it tonight Rewatch it,SYSTEM	Great!,USER	Sorry autocorrect messes up sometimes lol Thank you have a great day and night,1,1,3
4O,SYSTEM	Hello! What kind of scary movies you like?,"USER	Hmm. A &quot;scary&quot; movie I liked was "" Cabin In The Woods!""","SYSTEM	Thats a good one! Have you seen ""Happy Death Day  (2017)""","USER	I haven't seen that. Is it like ""Annabelle  (2014)"" at all? Any old horror/scary movies would be nice too! :)",4,3,5,"SYSTEM	No its about Tree Gelbman is a blissfully self-centered collegian who wakes up on her birthday in the bed of a student named Carter. As the morning goes on, Tree gets the eerie feeling that she's experienced the events of this day before. When a masked killer suddenly takes her life in a brutal attack, she once again magically wakes up in Carter's dorm room unharmed. Now, the frightened young woman must relive the same day over and over until she figures out who murdered her. Like ""It  (2017)"" maybe?","USER	""It  (2017)"" was great! That movie sounds really interesting. Was it one of your favorites?",SYSTEM	I watched it with a friend that hated clowns. didnt go very well. and yes! love the movie! would def watch again.,USER	I feel like someone who hates clowns is the prime audience to be scared by It. I'd watch it again too! Do you know any other movies similar to it (heh)?,4,3,5.0,"SYSTEM	i didnt know she was scared of them until i surprised her. oops! and nope. not really. do you? i also like funny movies. like ""Baywatch  (2017)""","USER	I don't, but I just Googled horror movies coming out next year to see if anything is coming out. ""Insidious: The Last Key (2018)"" looks pretty good. I like funny movies too. You seem to have pretty good taste!",SYSTEM	i cant wait for that one either! thank you! you as well,USER	Of course :) It was nice talking to you!,4,3,5
4O,SYSTEM	Hello! What kind of scary movies you like?,"USER	Hmm. A &quot;scary&quot; movie I liked was "" Cabin In The Woods!""","SYSTEM	Thats a good one! Have you seen ""Happy Death Day  (2017)""","USER	I haven't seen that. Is it like ""Annabelle  (2014)"" at all? Any old horror/scary movies would be nice too! :)",4,2,4,"SYSTEM	No its about Tree Gelbman is a blissfully self-centered collegian who wakes up on her birthday in the bed of a student named Carter. As the morning goes on, Tree gets the eerie feeling that she's experienced the events of this day before. When a masked killer suddenly takes her life in a brutal attack, she once again magically wakes up in Carter's dorm room unharmed. Now, the frightened young woman must relive the same day over and over until she figures out who murdered her. Like ""It  (2017)"" maybe?","USER	""It  (2017)"" was great! That movie sounds really interesting. Was it one of your favorites?",SYSTEM	I watched it with a friend that hated clowns. didnt go very well. and yes! love the movie! would def watch again.,USER	I feel like someone who hates clowns is the prime audience to be scared by It. I'd watch it again too! Do you know any other movies similar to it (heh)?,4,3,5.0,"SYSTEM	i didnt know she was scared of them until i surprised her. oops! and nope. not really. do you? i also like funny movies. like ""Baywatch  (2017)""","USER	I don't, but I just Googled horror movies coming out next year to see if anything is coming out. ""Insidious: The Last Key (2018)"" looks pretty good. I like funny movies too. You seem to have pretty good taste!",SYSTEM	i cant wait for that one either! thank you! you as well,USER	Of course :) It was nice talking to you!,4,3,5
4O,SYSTEM	Hello! What kind of scary movies you like?,"USER	Hmm. A &quot;scary&quot; movie I liked was "" Cabin In The Woods!""","SYSTEM	Thats a good one! Have you seen ""Happy Death Day  (2017)""","USER	I haven't seen that. Is it like ""Annabelle  (2014)"" at all? Any old horror/scary movies would be nice too! :)",3,3,4,"SYSTEM	No its about Tree Gelbman is a blissfully self-centered collegian who wakes up on her birthday in the bed of a student named Carter. As the morning goes on, Tree gets the eerie feeling that she's experienced the events of this day before. When a masked killer suddenly takes her life in a brutal attack, she once again magically wakes up in Carter's dorm room unharmed. Now, the frightened young woman must relive the same day over and over until she figures out who murdered her. Like ""It  (2017)"" maybe?","USER	""It  (2017)"" was great! That movie sounds really interesting. Was it one of your favorites?",SYSTEM	I watched it with a friend that hated clowns. didnt go very well. and yes! love the movie! would def watch again.,USER	I feel like someone who hates clowns is the prime audience to be scared by It. I'd watch it again too! Do you know any other movies similar to it (heh)?,1,2,4.0,"SYSTEM	i didnt know she was scared of them until i surprised her. oops! and nope. not really. do you? i also like funny movies. like ""Baywatch  (2017)""","USER	I don't, but I just Googled horror movies coming out next year to see if anything is coming out. ""Insidious: The Last Key (2018)"" looks pretty good. I like funny movies too. You seem to have pretty good taste!",SYSTEM	i cant wait for that one either! thank you! you as well,USER	Of course :) It was nice talking to you!,1,2,4
